,mean_in_high_group,mean_in_baseline_group,mean_difference (high - base),abs_difference
neoplastic cells: skew of their axis_minor_length,0.04578185966824918,0.06578102115450975,-0.019999161486260568,0.019999161486260568
connective cells: kurtosis of their intensity_std,-0.6875484344267346,-0.7070406152813629,0.019492180854628227,0.019492180854628227
inflamatory cells: kurtosis of their contrast,-0.24479795329386553,-0.22580326954298813,-0.0189946837508774,0.0189946837508774
inflamatory cells: kurtosis of their axis_major_length,-0.6288816120011985,-0.6100749777575902,-0.01880663424360829,0.01880663424360829
connective cells: mean of their eccentricity,0.859437043165464,0.8415585384444245,0.017878504721039468,0.017878504721039468
necrosis cells: kurtosis of their intensity_std,-0.6858722800044034,-0.6679938330141643,-0.017878446990239105,0.017878446990239105
neoplastic cells: mean of their homogeneity,0.3922801392558204,0.37464806545919965,0.01763207379662074,0.01763207379662074
max of cells' closeness_centrality,0.06647575347015186,0.08360298166244293,-0.017127228192291066,0.017127228192291066
no-neoplastic cells: mean of their homogeneity,0.3812968930753556,0.36485756180996265,0.01643933126539293,0.01643933126539293
inflamatory cells: std of their orientation,0.787058060865152,0.8032215969958628,-0.016163536130710865,0.016163536130710865
no-neoplastic cells: mean of their eccentricity,0.6866353174749426,0.6709743669352083,0.015660950539734264,0.015660950539734264
connective cells: mean of their homogeneity,0.4455521082929025,0.4300205076084827,0.015531600684419777,0.015531600684419777
no-neoplastic cells: skew of their contrast,0.5673417253601446,0.5824352284527993,-0.01509350309265467,0.01509350309265467
connective cells: mean of their energy,0.38383684080653624,0.3692346618129116,0.014602178993624648,0.014602178993624648
connective cells: kurtosis of their energy,-0.586081070004816,-0.5715111169813025,-0.014569953023513493,0.014569953023513493
skew of cells' degree_centrality,0.5930707715236748,0.6073075880099158,-0.014236816486240977,0.014236816486240977
skew of cells' degree,0.5930707715236753,0.6073075880099157,-0.014236816486240422,0.014236816486240422
mean of cells' closeness_centrality,0.05277250399233593,0.06648004375798276,-0.013707539765646835,0.013707539765646835
neoplastic cells: kurtosis of their eccentricity,-0.7084970850417511,-0.6951791644432377,-0.013317920598513444,0.013317920598513444
connective cells: skew of their intesntiy_kurtosis,0.7423238190892154,0.7556406361364103,-0.013316817047194895,0.013316817047194895
necrosis cells: skew of their homogeneity,0.35435524360126774,0.3411222690832418,0.013232974518025964,0.013232974518025964
connective cells: std of their eccentricity,0.08713779727310168,0.09963019344238962,-0.012492396169287934,0.012492396169287934
neoplastic cells: skew of their contrast,0.6465298847901386,0.6350491281115507,0.011480756678587944,0.011480756678587944
connective cells: skew of their perimeter,0.21053485500438684,0.19906203984362347,0.011472815160763372,0.011472815160763372
connective cells: skew of their axis_major_length,0.298340405160844,0.30893941196373687,-0.010599006802892885,0.010599006802892885
no-neoplastic cells: skew of their axis_minor_length,0.07136369866082012,0.0817519813047226,-0.010388282643902472,0.010388282643902472
std of cells' clustering_coefficient,0.08784249205469347,0.09760335446141727,-0.009760862406723803,0.009760862406723803
min of cells' closeness_centrality,0.040626793234844485,0.050287397079501035,-0.00966060384465655,0.00966060384465655
necrosis cells: std of their intensity_skew,0.31186398474163696,0.32080544278385864,-0.008941458042221684,0.008941458042221684
inflamatory cells: kurtosis of their intensity_std,-0.6446381010475807,-0.6534010538706119,0.00876295282303119,0.00876295282303119
inflamatory cells: skew of their eccentricity,-0.2822206412715238,-0.273588590736134,-0.00863205053538979,0.00863205053538979
necrosis cells: skew of their solidity,-0.8946578760288644,-0.8863930117967871,-0.008264864232077285,0.008264864232077285
necrosis cells: kurtosis of their homogeneity,-0.4340314988532815,-0.44193335910383835,0.007901860250556836,0.007901860250556836
connective cells: mean of their solidity,0.9048467824596413,0.911878347594229,-0.007031565134587692,0.007031565134587692
connective cells: kurtosis of their homogeneity,-0.6335152502138179,-0.640376619183225,0.0068613689694070334,0.0068613689694070334
inflamatory cells: mean of their homogeneity,0.352979567605582,0.34673616327722884,0.006243404328353186,0.006243404328353186
no-neoplastic cells: mean of their energy,0.2941510409124819,0.2880944812762871,0.0060565596361947804,0.0060565596361947804
inflamatory cells: std of their intensity_skew,0.3145380661846574,0.32011172595060544,-0.005573659765948036,0.005573659765948036
neoplastic cells: skew of their energy,0.5324480332649818,0.5377120488619611,-0.00526401559697931,0.00526401559697931
inflamatory cells: mean of their eccentricity,0.6048411089090688,0.5997311323548883,0.005109976554180551,0.005109976554180551
inflamatory cells: kurtosis of their axis_minor_length,-0.7022662195204659,-0.6972050339095711,-0.005061185610894747,0.005061185610894747
min of cells' clustering_coefficient,0.33420634920634923,0.33865189470028184,-0.004445545493932612,0.004445545493932612
inflamatory cells: skew of their intesntiy_kurtosis,0.527399626866134,0.5317869258692962,-0.004387299003162259,0.004387299003162259
necrosis cells: mean of their eccentricity,0.6865363566481437,0.6907693184178871,-0.004232961769743415,0.004232961769743415
neoplastic cells: mean of their eccentricity,0.6925223838520631,0.6883370663576435,0.004185317494419638,0.004185317494419638
max of cells' degree_centrality,0.005186593318839857,0.009247715284554326,-0.004061121965714469,0.004061121965714469
no-neoplastic cells: mean of their solidity,0.9376967650211406,0.9411806733097017,-0.003483908288561044,0.003483908288561044
connective cells: skew of their contrast,0.6739919442089723,0.6774448497680102,-0.0034529055590378777,0.0034529055590378777
inflamatory cells: kurtosis of their intensity_mean,-0.30731858152242747,-0.30413395386205067,-0.0031846276603768042,0.0031846276603768042
neoplastic cells: skew of their eccentricity,-0.39941420244643144,-0.3962456007220424,-0.003168601724389042,0.003168601724389042
no-neoplastic cells: std of their intensity_skew,0.4025898197583241,0.40570183332736703,-0.0031120135690429485,0.0031120135690429485
mean of cells' degree_centrality,0.003955108463756836,0.007047492693142865,-0.0030923842293860294,0.0030923842293860294
connective cells: std of their orientation,0.7141436815357874,0.711212936295675,0.002930745240112498,0.002930745240112498
neoplastic cells: mean of their solidity,0.9385657487837411,0.9412743476921229,-0.0027085989083818207,0.0027085989083818207
neoplastic cells: skew of their intensity_skew,0.09537161721096678,0.09267386710354987,0.0026977501074169075,0.0026977501074169075
min of cells' degree_centrality,0.0034616417171480477,0.006096757002392979,-0.002635115285244931,0.002635115285244931
neoplastic cells: mean of their energy,0.29658612619858366,0.2939781726160668,0.0026079535825168643,0.0026079535825168643
necrosis cells: mean of their orientation,0.01882797840892287,0.01622295752553649,0.002605020883386381,0.002605020883386381
necrosis cells: mean of their solidity,0.9199466600448909,0.9224182387686878,-0.0024715787237968856,0.0024715787237968856
inflamatory cells: mean of their energy,0.2687451479271884,0.2662945624097615,0.0024505855174268842,0.0024505855174268842
neoplastic cells: std of their intensity_skew,0.36668636079107114,0.36424694228898297,0.0024394185020881753,0.0024394185020881753
necrosis cells: std of their solidity,0.03361788010572675,0.031322715914494904,0.002295164191231845,0.002295164191231845
necrosis cells: std of their homogeneity,0.05711227638992293,0.055048204925274444,0.002064071464648487,0.002064071464648487
connective cells: skew of their intensity_skew,0.01511787215348954,0.01315653976153115,0.001961332391958389,0.001961332391958389
inflamatory cells: kurtosis of their eccentricity,-0.73497902437366,-0.736926183625071,0.0019471592514109792,0.0019471592514109792
std of cells' closeness_centrality,0.006868698900840017,0.008807157113413434,-0.0019384582125734177,0.0019384582125734177
inflamatory cells: mean of their solidity,0.9485579164212681,0.950387071641761,-0.001829155220492873,0.001829155220492873
inflamatory cells: std of their energy,0.03521095222015213,0.033490190514052456,0.001720761706099673,0.001720761706099673
connective cells: std of their solidity,0.03560701349004066,0.0339180127034628,0.0016890007865778614,0.0016890007865778614
necrosis cells: std of their energy,0.05599900055563668,0.05439189969323124,0.0016071008624054459,0.0016071008624054459
connective cells: std of their energy,0.08947623127437163,0.08807687200092108,0.0013993592734505428,0.0013993592734505428
no-neoplastic cells: kurtosis of their contrast,-0.18178394740362094,-0.18059574488786842,-0.0011882025157525233,0.0011882025157525233
necrosis cells: mean of their homogeneity,0.37098577642709135,0.36983849773966626,0.0011472786874250906,0.0011472786874250906
inflamatory cells: std of their eccentricity,0.12408677337702699,0.12294711925551721,0.0011396541215097783,0.0011396541215097783
inflamatory cells: std of their solidity,0.013825844369650023,0.012694033903827624,0.0011318104658223985,0.0011318104658223985
inflamatory cells: skew of their energy,0.3576142625277962,0.3587010954140373,-0.0010868328862410626,0.0010868328862410626
connective cells: std of their homogeneity,0.08377996154524565,0.08270660804572352,0.001073353499522131,0.001073353499522131
no-neoplastic cells: std of their energy,0.05175879091031828,0.05071015705682743,0.0010486338534908476,0.0010486338534908476
neoplastic cells: std of their solidity,0.021919395622304823,0.020882588437241372,0.0010368071850634514,0.0010368071850634514
inflamatory cells: std of their homogeneity,0.03938157459628747,0.03843943327738316,0.0009421413189043132,0.0009421413189043132
no-neoplastic cells: std of their homogeneity,0.05248088552225511,0.05153948505897976,0.0009414004632753506,0.0009414004632753506
inflamatory cells: skew of their contrast,0.5513707167849763,0.5504473291292534,0.0009233876557228626,0.0009233876557228626
no-neoplastic cells: std of their solidity,0.02223927526619764,0.02139213116864442,0.00084714409755322,0.00084714409755322
neoplastic cells: std of their energy,0.049581914005133676,0.04891343683545778,0.000668477169675899,0.000668477169675899
neoplastic cells: std of their eccentricity,0.12110800864253493,0.12170483330210818,-0.0005968246595732529,0.0005968246595732529
kurtosis of cells' clustering_coefficient,-0.5921775985110164,-0.5915946548997063,-0.0005829436113100606,0.0005829436113100606
std of cells' degree_centrality,0.0004850001071456355,0.0009240054942663887,-0.00043900538712075317,0.00043900538712075317
necrosis cells: mean of their energy,0.3108460303961256,0.31045225972546725,0.0003937706706583777,0.0003937706706583777
necrosis cells: std of their eccentricity,0.13559791273795133,0.13529119770725684,0.0003067150306944877,0.0003067150306944877
no-neoplastic cells: std of their eccentricity,0.13522851835500227,0.13517825968636488,5.025866863739292e-05,5.025866863739292e-05
neoplastic cells: std of their homogeneity,0.0482789314710292,0.04831913592401166,-4.0204452982459116e-05,4.0204452982459116e-05
neoplastic cells: kurtosis of their orientation,-0.9807020786423917,-0.9806953404017725,-6.738240619141855e-06,6.738240619141855e-06
Gloabl Richness (number of cell-types present),5.0,5.0,0.0,0.0
neoplastic cells: k-function at radius 0 pixels,0.0,0.0,0.0,0.0
min of cells' degree,6.0,6.0,0.0,0.0
