,mean_in_high_group,mean_in_baseline_group,mean_difference (high - base),abs_difference
inflamatory cells: skew of their intensity_mean,0.4375313294638126,0.4574479128769456,-0.01991658341313296,0.01991658341313296
skew of cells' clustering_coefficient,0.3227035946499788,0.34229530431983984,-0.019591709669861068,0.019591709669861068
inflamatory cells: std of their intensity_std,4.287979248976543,4.268453526701484,0.01952572227505911,0.01952572227505911
connective cells: mean of their energy,0.35427518787964507,0.37346488155393437,-0.0191896936742893,0.0191896936742893
connective cells: mean of their intensity_skew,0.593007285597297,0.612114310436434,-0.019107024839137066,0.019107024839137066
neoplastic cells: kurtosis of their eccentricity,-0.6795118541850664,-0.6976988752093147,0.018187021024248295,0.018187021024248295
inflamatory cells: std of their orientation,0.7807582555191408,0.7979342066368903,-0.0171759511177495,0.0171759511177495
necrosis cells: skew of their dissimilarity,0.40841601166330743,0.4254156682108525,-0.016999656547545094,0.016999656547545094
neoplastic cells: skew of their intensity_mean,0.32801899763097586,0.31123508172957703,0.016783915901398827,0.016783915901398827
inflamatory cells: mean of their orientation,-0.034565284344283,-0.019881176477277454,-0.014684107867005546,0.014684107867005546
neoplastic cells: std of their axis_minor_length,4.649476875160619,4.6348624332321435,0.014614441928475053,0.014614441928475053
neoplastic cells: skew of their intesntiy_kurtosis,0.6741169485814781,0.688144493882537,-0.014027545301058875,0.014027545301058875
necrosis cells: skew of their intensity_mean,0.22950021852790056,0.24300110372357323,-0.013500885195672663,0.013500885195672663
Infiltration of necrosis cells in neoplastic region,0.023180878724992932,0.036406389655690125,-0.013225510930697192,0.013225510930697192
no-neoplastic cells: skew of their intensity_skew,0.025113437494012254,0.011994974718090535,0.013118462775921718,0.013118462775921718
connective cells: mean of their orientation,-0.013853823031729369,-0.0007799370205717885,-0.01307388601115758,0.01307388601115758
neoplastic cells: skew of their intensity_skew,0.072738360360168,0.08502228838024689,-0.012283928020078896,0.012283928020078896
neoplastic cells: kurtosis of their dissimilarity,-0.5141852776348409,-0.502012872003298,-0.01217240563154287,0.01217240563154287
no-neoplastic cells: skew of their orientation,0.016486816573545393,0.028481700337377583,-0.01199488376383219,0.01199488376383219
kurtosis of cells' clustering_coefficient,-0.5842479949208004,-0.5724639336363204,-0.011784061284479952,0.011784061284479952
mean of cells' degree,6.844611970733814,6.856243122677973,-0.01163115194415898,0.01163115194415898
max of cells' closeness_centrality,0.06891719957211487,0.07968739124701499,-0.01077019167490012,0.01077019167490012
necrosis cells: mean of their homogeneity,0.36765541868201357,0.3782556416509194,-0.010600222968905837,0.010600222968905837
inflamatory cells: mean of their homogeneity,0.3526981551228468,0.36293845865018337,-0.01024030352733657,0.01024030352733657
neoplastic cells: kurtosis of their perimeter,-0.719694985598093,-0.7296085138226382,0.009913528224545276,0.009913528224545276
neoplastic cells: mean of their homogeneity,0.384243223468318,0.39411693858197905,-0.00987371511366103,0.00987371511366103
max of cells' clustering_coefficient,0.7193776520509194,0.7290996501959957,-0.009721998145076238,0.009721998145076238
necrosis cells: std of their orientation,0.8414655246760442,0.8321163051806612,0.009349219495383032,0.009349219495383032
mean of cells' closeness_centrality,0.05467506576879741,0.06347129377968529,-0.008796228010887877,0.008796228010887877
no-neoplastic cells: std of their eccentricity,0.12194974690848992,0.13029280791428346,-0.008343061005793545,0.008343061005793545
kurtosis of cells' degree_centrality,-0.6024317219770118,-0.5944115754356544,-0.008020146541357409,0.008020146541357409
kurtosis of cells' degree,-0.6024317219770114,-0.5944115754356546,-0.008020146541356854,0.008020146541356854
std of cells' degree,0.8387993289684414,0.8467877471451214,-0.007988418176679946,0.007988418176679946
connective cells: std of their energy,0.07965433817975937,0.08743278188610557,-0.0077784437063462,0.0077784437063462
no-neoplastic cells: skew of their homogeneity,0.33108526593355103,0.3386664204852207,-0.007581154551669689,0.007581154551669689
no-neoplastic cells: mean of their intensity_skew,0.8685386197982865,0.8758006504303419,-0.007262030632055438,0.007262030632055438
neoplastic cells: kurtosis of their intensity_skew,-0.8027739112897319,-0.795745723888407,-0.007028187401324826,0.007028187401324826
no-neoplastic cells: mean of their energy,0.29528885772732455,0.2887437265433949,0.006545131183929631,0.006545131183929631
necrosis cells: kurtosis of their orientation,-1.0174851972344792,-1.0109898311296062,-0.006495366104873002,0.006495366104873002
connective cells: mean of their eccentricity,0.8410679791052068,0.8474072304028856,-0.006339251297678761,0.006339251297678761
necrosis cells: skew of their solidity,-0.8398324034457907,-0.8461351027444145,0.006302699298623815,0.006302699298623815
neoplastic cells: kurtosis of their intensity_mean,-0.6435077272454601,-0.6496707284649419,0.006163001219481767,0.006163001219481767
necrosis cells: skew of their energy,0.5378296893087636,0.5438618179163217,-0.006032128607558085,0.006032128607558085
no-neoplastic cells: mean of their homogeneity,0.3799057541906599,0.3855339443731833,-0.005628190182523363,0.005628190182523363
connective cells: std of their homogeneity,0.07551871188635732,0.0810087466196194,-0.005490034733262081,0.005490034733262081
connective cells: skew of their solidity,-0.8754273792026983,-0.8701192259088263,-0.00530815329387202,0.00530815329387202
neoplastic cells: std of their intensity_skew,0.3500344904772101,0.34515172545853656,0.004882765018673518,0.004882765018673518
inflamatory cells: mean of their energy,0.27003853994505406,0.26538723225177213,0.004651307693281925,0.004651307693281925
connective cells: mean of their solidity,0.91428309415049,0.9097151200891138,0.004567974061376212,0.004567974061376212
inflamatory cells: std of their intensity_skew,0.3186127236500082,0.3140572459662225,0.004555477683785725,0.004555477683785725
neoplastic cells: mean of their energy,0.2973115197507585,0.2927914569117714,0.004520062838987093,0.004520062838987093
necrosis cells: kurtosis of their dissimilarity,-0.3776504747994031,-0.3821302593021699,0.004479784502766759,0.004479784502766759
mean of cells' clustering_coefficient,0.4997338162496015,0.5041697082756066,-0.004435892026005084,0.004435892026005084
min of cells' closeness_centrality,0.042101274837978854,0.046421923561654,-0.004320648723675144,0.004320648723675144
neoplastic cells: kurtosis of their axis_major_length,-0.6873822775087152,-0.6916867239562704,0.004304446447555232,0.004304446447555232
no-neoplastic cells: mean of their orientation,-0.005240484722243191,-0.00916269888212347,0.003922214159880279,0.003922214159880279
no-neoplastic cells: std of their orientation,0.7805085452079067,0.7842933594598739,-0.0037848142519671946,0.0037848142519671946
max of cells' degree_centrality,0.005379372685284118,0.009048928454121705,-0.003669555768837587,0.003669555768837587
inflamatory cells: std of their eccentricity,0.12105239226068756,0.124509547534477,-0.003457155273789439,0.003457155273789439
necrosis cells: mean of their eccentricity,0.6869645371469666,0.6835394726871183,0.0034250644598482483,0.0034250644598482483
mean of cells' degree_centrality,0.0041123154891181055,0.006901832502662917,-0.002789517013544811,0.002789517013544811
min of cells' degree_centrality,0.0035936619042886467,0.0059965529361433135,-0.002402891031854667,0.002402891031854667
necrosis cells: mean of their energy,0.3117876821046881,0.30946683474034914,0.0023208473643389627,0.0023208473643389627
connective cells: std of their solidity,0.031628853558572756,0.03393986183005402,-0.0023110082714812644,0.0023110082714812644
neoplastic cells: std of their energy,0.050268890569957425,0.048062693498534585,0.00220619707142284,0.00220619707142284
no-neoplastic cells: std of their intensity_skew,0.37633390418298523,0.37422480607739045,0.0021090981055947866,0.0021090981055947866
connective cells: std of their eccentricity,0.09244861234681646,0.09447551613756135,-0.002026903790744883,0.002026903790744883
no-neoplastic cells: mean of their solidity,0.9388120010456709,0.9408232013065597,-0.002011200260888857,0.002011200260888857
neoplastic cells: std of their eccentricity,0.11938573081391883,0.12137965795116937,-0.001993927137250537,0.001993927137250537
std of cells' clustering_coefficient,0.09141010960543494,0.09327179263848735,-0.001861683033052411,0.001861683033052411
inflamatory cells: std of their homogeneity,0.040417571242607524,0.042194937010223234,-0.00177736576761571,0.00177736576761571
min of cells' clustering_coefficient,0.33435486405783454,0.3360768000302884,-0.0017219359724538474,0.0017219359724538474
std of cells' closeness_centrality,0.007081717978679494,0.008755376388095926,-0.001673658409416432,0.001673658409416432
connective cells: std of their intensity_skew,0.3210058153154962,0.3194615938710604,0.0015442214444358338,0.0015442214444358338
neoplastic cells: mean of their solidity,0.9381360452648312,0.9396641375804344,-0.0015280923156032467,0.0015280923156032467
necrosis cells: std of their energy,0.05545635786423383,0.056972231133602814,-0.0015158732693689864,0.0015158732693689864
neoplastic cells: std of their homogeneity,0.04875370256398254,0.047387385715207335,0.0013663168487752023,0.0013663168487752023
necrosis cells: std of their intensity_skew,0.3263771890348774,0.3251855549790294,0.0011916340558479899,0.0011916340558479899
no-neoplastic cells: std of their energy,0.051047992008305364,0.04997179463499862,0.0010761973733067406,0.0010761973733067406
inflamatory cells: mean of their solidity,0.9487481039623157,0.9498214349028775,-0.001073330940561834,0.001073330940561834
inflamatory cells: std of their energy,0.03533272479645165,0.03426044840597373,0.0010722763904779178,0.0010722763904779178
no-neoplastic cells: std of their homogeneity,0.05084010404026245,0.051851924002762166,-0.001011819962499716,0.001011819962499716
no-neoplastic cells: skew of their energy,0.5429964408228167,0.5438565958815322,-0.000860155058715506,0.000860155058715506
neoplastic cells: std of their solidity,0.021600123104391522,0.020867243503840057,0.000732879600551465,0.000732879600551465
skew of cells' degree,0.6030671394063527,0.602382508310387,0.0006846310959657265,0.0006846310959657265
skew of cells' degree_centrality,0.6030671394063524,0.602382508310387,0.0006846310959653934,0.0006846310959653934
necrosis cells: std of their solidity,0.03398568786945197,0.03336560388456191,0.0006200839848900588,0.0006200839848900588
necrosis cells: std of their eccentricity,0.13976761455627054,0.13919115318395667,0.0005764613723138745,0.0005764613723138745
std of cells' degree_centrality,0.0005120878145448099,0.0008834916135856198,-0.00037140379904080994,0.00037140379904080994
inflamatory cells: std of their solidity,0.013615276575698027,0.013810591410982443,-0.00019531483528441654,0.00019531483528441654
necrosis cells: mean of their solidity,0.921600269796775,0.9214597661784619,0.00014050361831308145,0.00014050361831308145
no-neoplastic cells: std of their solidity,0.020775991979346885,0.020722080243030357,5.391173631652882e-05,5.391173631652882e-05
necrosis cells: std of their intesntiy_kurtosis,0.6722127822009588,0.6721592714965595,5.3510704399295506e-05,5.3510704399295506e-05
necrosis cells: std of their homogeneity,0.05782909966091407,0.057826359386366044,2.7402745480242796e-06,2.7402745480242796e-06
Gloabl Richness (number of cell-types present),5.0,5.0,0.0,0.0
neoplastic cells: k-function at radius 0 pixels,0.0,0.0,0.0,0.0
min of cells' degree,6.0,6.0,0.0,0.0
